country,ecosystem,bibliography_id,study_id,bibtype,title,volume,issn,url,doi,number,journal,publisher,author,year,month,pages,keywords,copyright,language,editor,institution,school,booktitle,publication_type,day,type,issue,eprint,article-number
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Salina_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Acarau_Boca_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Caete_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
India,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Cauassu_Leste_Shrimp_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
India,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Cauassu_Oeste_Shrimp_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
India,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Cumbe_Leste_Camaro_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
India,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Cumbe_norte_Camarao_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Furo_de_Chato_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Porto_Ceu_Shrimp_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,Kauffman_et_al_2018_article,SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Barreto_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Caete_2017_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Cauassu Oeste Shrimp_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Cauassu Leste Shrimp_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Cumbe Leste Camaro_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Soil carbon_Cumbe norte Camarao_2016_Brazil,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
NA,NA,Kauffman_et_al_2018_article,SWAMP_Data_Trees_Boca_Grande_Brazil_2017,Article,"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil",14,1744-957X,http://dx.doi.org/10.1098/rsbl.2018.0208,10.1098/rsbl.2018.0208,9,Biology Letters,The Royal Society,J. Boone Kauffman and Angelo F. Bernardino and Tiago O. Ferreira and Leila R. Giovannoni and Luiz Eduardo {de O. Gomes} and Danilo Jefferson Romero and Laís Coutinho Zayas Jimenez and Francisco Ruiz,2018,sep,20180208,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil_data,SWAMP_Data_Soil_carbon_Boca_Grande_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00162,10.17528/cifor/data.00162,NA,SWAMP Dataset-Mangrove soil carbon-Boca Grande-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Caetano_2017_Brazil_data,SWAMP_Data_Soil_carbon_Caetano_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00163,10.17528/cifor/data.00163,NA,SWAMP Dataset-Mangrove soil carbon-Caetano-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil_data,SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00167,10.17528/cifor/data.00167,NA,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil_data,SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00168,10.17528/cifor/data.00168,NA,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Salina_2017_Brazil_data,SWAMP_Data_Soil_carbon_Salina_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Salina-2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00170,10.17528/cifor/data.00170,NA,SWAMP Dataset-Mangrove soil carbon-Salina-2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Indonesia,mangrove,SWAMP_Data_Soil_carbon_Berahan_kulon_2019_data,SWAMP_Data_Soil_carbon_Berahan_kulon_2019,Misc,SWAMP Dataset-Soil-Demak-2019,NA,NA,http://dx.doi.org/10.17528/cifor/data.00282,10.17528/cifor/data.00282,NA,SWAMP Dataset-Soil-Demak-2019,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Ardhani T.S.P. and Murdiyarso D. and Kusmana C,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Indonesia,mangrove,SWAMP_Data_Soil_carbon_Timbulsloko_2019_data,SWAMP_Data_Soil_carbon_Timbulsloko_2019,Misc,SWAMP Dataset-Soil-Demak-2019,NA,NA,http://dx.doi.org/10.17528/cifor/data.00282,10.17528/cifor/data.00282,NA,SWAMP Dataset-Soil-Demak-2019,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Ardhani T.S.P. and Murdiyarso D. and Kusmana C,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Indonesia,mangrove,Trialaksita_et_al_2020_article,SWAMP_Data_Soil_carbon_Berahan_kulon_2019,Article,"Effects of permeable barriers on total ecosystem carbon stocks of mangrove forests and abandoned ponds in Demak District, Central Java, Indonesia",21,1412-033X,http://dx.doi.org/10.13057/biodiv/d211134,10.13057/biodiv/d211134,11,Biodiversitas Journal of Biological Diversity,UNS Solo,Trialaksita Sari Priska Ardhani and DANIEL MURDIYARSO and CECEP KUSMANA,2020,oct,NA,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
Indonesia,mangrove,Trialaksita_et_al_2020_article,SWAMP_Data_Soil_carbon_Timbulsloko_2019,Article,"Effects of permeable barriers on total ecosystem carbon stocks of mangrove forests and abandoned ponds in Demak District, Central Java, Indonesia",21,1412-033X,http://dx.doi.org/10.13057/biodiv/d211134,10.13057/biodiv/d211134,11,Biodiversitas Journal of Biological Diversity,UNS Solo,Trialaksita Sari Priska Ardhani and DANIEL MURDIYARSO and CECEP KUSMANA,2020,oct,NA,NA,NA,NA,NA,NA,NA,NA,associated source,NA,NA,NA,NA,NA
India,mangrove,SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India_data,SWAMP_Data_Soil_carbon_Bhitakarnika_2013_India,Misc,SWAMP Dataset-Mangrove soil carbon-Bhitakarnika-2013,NA,NA,http://dx.doi.org/10.17528/cifor/data.00151,10.17528/cifor/data.00151,NA,SWAMP Dataset-Mangrove soil carbon-Bhitakarnika-2013,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Bhomia R.K. and MacKenzie R.A. and Murdiyarso D. and Sasmito S.D. and Purbopuspito J.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Acarau_Boca_2016_Brazil_data,SWAMP_Data_Soil_carbon_Acarau_Boca_2016_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Acarau Boca-2016,NA,NA,http://dx.doi.org/10.17528/cifor/data.00171,10.17528/cifor/data.00171,NA,SWAMP Dataset-Mangrove soil carbon-Acarau Boca-2016,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Senegal,mangrove,SWAMP_Data_Soil_carbon_Baouth_2014_Senegal_data,SWAMP_Data_Soil_carbon_Baouth_2014_Senegal,Misc,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,NA,NA,http://dx.doi.org/10.17528/cifor/data.00155,10.17528/cifor/data.00155,NA,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bhomia R.K.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
NA,NA,SWAMP_Data_Soil carbon_Baouth_2014_Senega_data,SWAMP_Data_Soil carbon_Baouth_2014_Senega,Misc,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,NA,NA,http://dx.doi.org/10.17528/cifor/data.00155,10.17528/cifor/data.00155,NA,SWAMP Dataset-Mangrove soil carbon-Baouth-2014,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bhomia R.K.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
Brazil,mangrove,SWAMP_Data_Soil_carbon_Caete_2017_Brazil_data,SWAMP_Data_Soil_carbon_Caete_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00164,10.17528/cifor/data.00164,NA,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
NA,NA,SWAMP_Data_Soil carbon_Caete_2017_Brazil_data,SWAMP_Data_Soil carbon_Caete_2017_Brazil,Misc,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,NA,NA,http://dx.doi.org/10.17528/cifor/data.00164,10.17528/cifor/data.00164,NA,SWAMP Dataset-Mangrove soil carbon-Caeté -2017,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary dataset,NA,NA,NA,NA,NA
